Rank,Title,Release Date,Distributor,Genre,Gross,Tickets Sold,highest_grossing_year
48,Volunteers,8/16/1985,Sony/TriStar,Comedy,19875740,5598800,1985
49,Year of the Dragon,8/16/1985,MGM,Action,18707466,5269708,1985
50,Ladyhawke,4/12/1985,Warner Bros.,Action,18400000,5183098,1985
51,The Sure Thing,3/1/1985,Embassy,Comedy,18136000,5108732,1985
52,Invasion U.S.A.,9/27/1985,Cannon,Action,17536256,4939790,1985
53,The Falcon and the Snowman,1/25/1985,Orion Pictures,Thriller/Suspense,17130087,4825376,1985
54,Young Sherlock Holmes,12/4/1985,Paramount Pictures,Adventure,16820757,4738241,1985
55,To Live and Die in L.A.,11/1/1985,MGM,Action,16700873,4704471,1985
56,Weird Science,8/2/1985,Universal,Comedy,16316258,4596129,1985
57,Death Wish 3,11/1/1985,Cannon,Action,16116878,4539965,1985
58,King Solomon's Mines,11/22/1985,Cannon,Adventure,14819238,4174433,1985
59,Remo Williams: The Adventure Begins,10/11/1985,Orion Pictures,Adventure,14393902,4054620,1985
60,Baby: Secret of the Lost Legend,3/22/1985,Walt Disney,Adventure,14276095,4021435,1985
61,The Return of the Living Dead,8/16/1985,Orion Pictures,Horror,14237880,4010670,1985
62,Tomboy,1/1/1985,,Comedy,14100000,3971830,1985
63,Follow That Bird,8/2/1985,Warner Bros.,Adventure,13961370,3932780,1985
64,The Color Purple,12/18/1985,Warner Bros.,Drama,13917322,3920372,1985
65,One Magic Christmas,11/22/1985,Walt Disney,Drama,13229514,3726623,1985
66,Vision Quest,2/15/1985,Warner Bros.,Drama,13000000,3661971,1985
67,Real Genius,8/7/1985,Sony/TriStar,Comedy,12952019,3648456,1985
68,Perfect,6/7/1985,Sony Pictures,Romantic Comedy,12918858,3639114,1985
69,Micki + Maude,12/21/1984,Sony Pictures,Comedy,12831546,3614520,1985
70,The Flamingo Kid,12/21/1984,20th Century Fox,Comedy,12741311,3589101,1985
71,Kiss of the Spider Woman,6/29/2001,Island/Alive,Drama,12254751,3452042,1985
72,Lifeforce,6/21/1985,Sony/TriStar,Horror,11603545,3268604,1985
73,Just One of the Guys,4/26/1985,Sony Pictures,Comedy,11377655,3204973,1985
74,Clue,12/13/1985,Paramount Pictures,Comedy,11131957,3135762,1985
75,Krush Groove,10/25/1985,Warner Bros.,Drama,11052713,3113440,1985
76,Silver Bullet,10/11/1985,Paramount Pictures,Horror,10803211,3043158,1985
77,Missing in Action 2: The Beginning,3/1/1985,Cannon,Action,10755447,3029703,1985
78,The Purple Rose of Cairo,3/1/1985,Orion Pictures,Comedy,10631333,2994741,1985
79,Return to Oz,6/21/1985,Walt Disney,Adventure,10618813,2991214,1985
80,Protocol,12/21/1984,Warner Bros.,Comedy,10609800,2988676,1985
81,After Hours,9/13/1985,Warner Bros.,Comedy,10609321,2988541,1985
82,Moving Violations,4/19/1985,20th Century Fox,Comedy,10600000,2985915,1985
83,Compromising Positions,8/30/1985,Paramount Pictures,Comedy,10600000,2985915,1985
84,Starman,12/14/1984,Sony Pictures,Adventure,10541377,2969401,1985
85,American Ninja,8/30/1985,Cannon,Action,10499000,2957464,1985
86,Better Off Dead...,8/23/1985,Warner Bros.,Comedy,10297601,2900732,1985
87,Lost in America,2/15/1985,Warner Bros.,Comedy,10079206,2839212,1985
88,Once Bitten,11/15/1985,Goldwyn Entertain…,Comedy,9917242,2793589,1985
89,Explorers,7/12/1985,Paramount Pictures,Adventure,9873000,2781126,1985
90,A Chorus Line,12/10/1985,Sony Pictures,Musical,9685207,2728227,1985
91,Tuff Turf,1/11/1985,New World,Action,9369329,2639247,1985
92,The Cotton Club,12/14/1984,Orion Pictures,Drama,9274299,2612478,1985
93,Sweet Dreams,10/2/1985,Sony/TriStar,Drama,9100000,2563380,1985
94,Target,11/8/1985,Warner Bros.,Thriller/Suspense,9023199,2541746,1985
95,Cat's Eye,4/12/1985,MGM,Horror,9000000,2535211,1985
96,2010,12/7/1984,MGM,Thriller/Suspense,8910060,2509876,1985
97,Gotcha,5/3/1985,Universal,Action,8823269,2485427,1985
98,Mischief,2/8/1985,20th Century Fox,Comedy,8700000,2450704,1985
99,The River,12/17/1984,Universal,Drama,8679857,2445030,1985
100,The Man With One Red Shoe,7/19/1985,20th Century Fox,Comedy,8645411,2435327,1985
1,Top Gun,5/16/1986,Paramount Pictures,Action,168458001,45406469,1986
2,Crocodile Dundee,9/26/1986,Paramount Pictures,Comedy,129589193,34929701,1986
3,"The Karate Kid, Part II",6/20/1986,Sony Pictures,Action,115103979,31025331,1986
4,Back to School,6/13/1986,Orion Pictures,Comedy,91258000,24597843,1986
5,Aliens,7/18/1986,20th Century Fox,Action,85160248,22954244,1986
6,Star Trek IV: The Voyage Home,11/26/1986,Paramount Pictures,Adventure,83867664,22605839,1986
7,The Color Purple,12/18/1985,Warner Bros.,Drama,79672379,21475034,1986
8,Ruthless People,6/27/1986,Walt Disney,Comedy,71624879,19305897,1986
9,Ferris Bueller's Day Off,6/11/1986,Paramount Pictures,Comedy,70136369,18904681,1986
10,Down and Out in Beverly Hills,1/31/1986,Walt Disney,Comedy,62134225,16747769,1986
11,The Golden Child,12/12/1986,Paramount Pictures,Action,54500686,14690211,1986
12,Out of Africa,12/18/1985,Universal,Drama,52411671,14127135,1986
13,Legal Eagles,6/18/1986,Universal,Comedy,49851591,13437086,1986
14,Cobra,5/23/1986,Cannon,Action,49042224,13218928,1986
15,Stand by Me,8/8/1986,Sony Pictures,Drama,47734510,12866444,1986
16,The Color of Money,10/17/1986,Walt Disney,Drama,44852668,12089667,1986
17,Police Academy 3: Back in Training,3/21/1986,Warner Bros.,Comedy,43579163,11746405,1986
18,An American Tail,11/21/1986,Universal,Adventure,42865605,11554071,1986
19,Poltergeist II: The Other Side,5/23/1986,MGM,Horror,40996665,11050314,1986
20,Short Circuit,5/9/1986,Sony/TriStar,Comedy,40697761,10969746,1986
21,Pretty in Pink,2/28/1986,Paramount Pictures,Comedy,40471663,10908804,1986
22,Hannah and Her Sisters,2/7/1986,Orion Pictures,Romantic Comedy,40084041,10804323,1986
23,Peggy Sue Got Married,10/10/1986,Sony/TriStar,Comedy,39419555,10625216,1986
24,About Last Night...,7/1/1986,Sony Pictures,Comedy,38702310,10431889,1986
25,Running Scared,6/27/1986,MGM,Comedy,38500726,10377554,1986
26,The Fly,8/15/1986,20th Century Fox,Horror,37585000,10130727,1986
27,The Money Pit,3/26/1986,Universal,Comedy,37499651,10107722,1986
28,Gung Ho,3/14/1986,Paramount Pictures,Comedy,36611610,9868358,1986
29,Heartbreak Ridge,12/5/1986,Warner Bros.,Action,35831841,9658178,1986
30,Nothing in Common,7/30/1986,Sony/TriStar,Comedy,32324000,8712668,1986
31,Three Amigos,12/12/1986,Orion Pictures,Comedy,31454676,8478349,1986
32,Soul Man,10/24/1986,New World,Comedy,27316198,7362856,1986
33,Murphy's Romance,12/25/1985,Sony Pictures,Romantic Comedy,27087182,7301127,1986
34,Wildcats,2/14/1986,Warner Bros.,Comedy,26285544,7085052,1986
35,Jumpin' Jack Flash,10/10/1986,20th Century Fox,Comedy,25587804,6896982,1986
36,Heartburn,7/25/1986,Paramount Pictures,Comedy,25314289,6823258,1986
37,The Jewel of the Nile,12/11/1985,20th Century Fox,Adventure,24534668,6613118,1986
38,Iron Eagle,1/17/1986,Sony/TriStar,Action,24159872,6512094,1986
39,Children of a Lesser God,10/3/1986,Paramount Pictures,Drama,24117027,6500546,1986
40,Little Shop of Horrors,12/19/1986,Warner Bros.,Musical,23636730,6371086,1986
41,The Great Mouse Detective,2/14/1992,Walt Disney,Adventure,23605534,6362677,1986
42,Rocky IV,11/27/1985,MGM,Drama,22348825,6023942,1986
43,Tough Guys,10/3/1986,Walt Disney,Comedy,21458229,5783889,1986
44,Lady and the Tramp,12/19/1986,Walt Disney,Drama,20690563,5576971,1986
45,F/X,2/7/1986,Orion Pictures,Action,20603715,5553561,1986
46,Friday the 13th: Jason Lives,8/1/1986,Paramount Pictures,Horror,19472057,5248532,1986
47,House,2/28/1986,New World,Horror,19444631,5241140,1986
48,A Room with a View,3/7/1986,Cinecom,Comedy,19168056,5166591,1986
49,Flight of the Navigator,7/30/1986,Walt Disney,Adventure,18564613,5003938,1986
50,"Jo Jo Dancer, Your Life is Calling",5/2/1986,Sony Pictures,Drama,18034150,4860956,1986
51,The Delta Force,2/14/1986,Cannon,Action,17005599,4583719,1986
52,Howard the Duck,8/1/1986,Universal,Action,16295774,4392391,1986
53,Raw Deal,6/6/1986,De Laurentiis Ent…,Action,16209459,4369126,1986
54,Armed and Dangerous,8/15/1986,Sony Pictures,Comedy,15945534,4297987,1986
55,Spies Like Us,12/6/1985,Warner Bros.,Adventure,15771992,4251210,1986
56,Legend,4/18/1986,Universal,Adventure,15502112,4178466,1986
57,Song of the South,11/12/1946,Walt Disney,Adventure,15495830,4176773,1986
58,The Morning After,12/25/1986,20th Century Fox,Thriller/Suspense,15487917,4174640,1986
59,Youngblood,1/31/1986,MGM,Drama,15448400,4163989,1986
60,Crimes of the Heart,12/12/1986,De Laurentiis Ent…,Comedy,14685212,3958278,1986
61,Psycho III,7/2/1986,Universal,Horror,14481606,3903397,1986
62,Sweet Liberty,5/14/1986,Universal,Comedy,14205021,3828846,1986
63,One Crazy Summer,8/8/1986,Warner Bros.,Comedy,13431806,3620432,1986
64,Extremities,8/22/1986,Atlantic,Thriller/Suspense,13418091,3616736,1986
65,Critters,4/11/1986,New Line,Horror,13167232,3549119,1986
66,April Fool's Day,3/27/1986,Paramount Pictures,Horror,12947763,3489963,1986
67,Labyrinth,6/27/1986,Sony Pictures,Adventure,12729917,3431244,1986
68,Club Paradise,7/11/1986,Warner Bros.,Comedy,12308521,3317660,1986
69,White Nights,11/22/1985,Sony Pictures,Thriller/Suspense,12292932,3313458,1986
70,Firewalker,11/21/1986,Cannon,Adventure,11834302,3189838,1986
71,Big Trouble in Little China,7/1/1986,20th Century Fox,Action,11100000,2991913,1986
72,One Hundred and One Dalmatians,7/12/1991,Walt Disney,Adventure,10816304,2915445,1986
73,Under the Cherry Moon,7/2/1986,Warner Bros.,Musical,10090429,2719792,1986
74,Murphy's Law,4/18/1986,Cannon,Action,9947631,2681302,1986
75,SpaceCamp,6/6/1986,20th Century Fox,Adventure,9697739,2613945,1986
76,Sleeping Beauty,3/21/1986,Walt Disney,Drama,9464608,2551107,1986
77,Deadly Friend,10/10/1986,Warner Bros.,Horror,8988731,2422838,1986
78,Manhunter,8/15/1986,De Laurentiis Ent…,Thriller/Suspense,8620929,2323700,1986
79,Care Bears Movie II: A New Generation,3/7/1986,Sony Pictures,Adventure,8540346,2301980,1986
80,Wise Guys,4/18/1986,MGM,Comedy,8475466,2284492,1986
81,Something Wild,10/22/1986,Orion Pictures,Comedy,8362000,2253908,1986
82,Lucas,3/28/1986,20th Century Fox,Comedy,8200000,2210242,1986
83,Haunted Honeymoon,7/25/1986,Orion Pictures,Comedy,8033397,2165336,1986
84,The Texas Chainsaw Massacre 2,8/22/1986,Cannon,Horror,8025872,2163307,1986
85,The Best of Times,1/31/1986,Universal,Comedy,7790931,2099981,1986
86,Quicksilver,2/14/1986,Sony Pictures,Drama,7634909,2057926,1986
87,Maximum Overdrive,7/25/1986,De Laurentiis Ent…,Horror,7433663,2003682,1986
88,Runaway Train,12/6/1985,Cannon,Action,7401309,1994961,1986
89,The Boy Who Could Fly,8/15/1986,20th Century Fox,Drama,7177431,1934617,1986
90,The Name of the Rose,9/24/1986,20th Century Fox,,7153000,1928032,1986
91,Back to the Future,7/3/1985,Universal,Adventure,6988149,1883598,1986
92,Blue City,5/2/1986,Paramount Pictures,Action,6947000,1872506,1986
93,9½ Weeks,2/21/1986,MGM,Drama,6734844,1815321,1986
94,Black Moon Rising,1/10/1986,New World,Action,6637565,1789101,1986
95,The Trip to Bountiful,12/20/1985,Island,Drama,6568986,1770616,1986
96,Just Between Friends,3/21/1986,Orion Pictures,Drama,6408791,1727436,1986
97,Hoosiers,11/14/1986,Orion Pictures,Drama,6088022,1640976,1986
98,A Fine Mess,8/8/1986,Sony Pictures,Comedy,6029824,1625289,1986
99,Trick or Treat,10/24/1986,De Laurentiis Ent…,Horror,6000000,1617250,1986
100,My Little Pony: The Movie,6/6/1986,De Laurentiis Ent…,Adventure,5958456,1606052,1986
1,Beverly Hills Cop II,5/20/1987,Paramount Pictures,Action,153665036,39300520,1987
2,Fatal Attraction,9/18/1987,Paramount Pictures,Thriller/Suspense,137550694,35179205,1987
3,Platoon,12/19/1986,Orion Pictures,Drama,132761962,33954465,1987
4,3 Men and a Baby,11/25/1987,Walt Disney,Comedy,87689221,22426910,1987
5,The Untouchables,6/3/1987,Paramount Pictures,Action,76270454,19506509,1987
6,The Secret of My Success,4/10/1987,Universal,Comedy,66995000,17134271,1987
7,Stakeout,8/5/1987,Walt Disney,Comedy,65673233,16796223,1987
8,Lethal Weapon,3/6/1987,Warner Bros.,Action,65192350,16673235,1987
9,The Witches of Eastwick,6/12/1987,Warner Bros.,Comedy,63749955,16304336,1987
10,Predator,6/12/1987,20th Century Fox,Action,59735548,15277633,1987
11,Dragnet,6/26/1987,Universal,Comedy,57387000,14676982,1987
12,Dirty Dancing,8/22/1997,Vestron,Drama,55913006,14300001,1987
13,La Bamba,7/24/1987,Sony Pictures,Drama,54215416,13865835,1987
14,RoboCop,7/17/1987,Orion Pictures,Action,53424681,13663601,1987
15,Outrageous Fortune,1/30/1987,Walt Disney,Comedy,52864741,13520394,1987
16,The Living Daylights,7/31/1987,MGM,Action,51185000,13090792,1987
17,Snow White and the Seven Dwarfs,12/20/1975,Walt Disney,Musical,46594719,11916808,1987
18,Crocodile Dundee,9/26/1986,Paramount Pictures,Comedy,45214313,11563762,1987
19,Full Metal Jacket,6/26/1987,Warner Bros.,Drama,45015999,11513043,1987
20,A Nightmare on Elm Street: Dream Warriors,2/27/1987,New Line,Horror,44793222,11456067,1987
21,Blind Date,3/27/1987,Sony/TriStar,Comedy,39321000,10056521,1987
22,Roxanne,6/19/1987,Sony Pictures,Romantic Comedy,39148164,10012318,1987
23,"Planes, Trains & Automobiles",11/25/1987,Paramount Pictures,Comedy,39074006,9993351,1987
24,Spaceballs,6/24/1987,MGM,Comedy,38119483,9749228,1987
25,Mannequin,2/13/1987,20th Century Fox,Comedy,38018000,9723273,1987
26,Eddie Murphy Raw,12/18/1987,Paramount Pictures,Concert/Perfor…,38017637,9723180,1987
27,Throw Momma From the Train,12/11/1987,Orion Pictures,Comedy,37618536,9621108,1987
28,The Running Man,11/13/1987,Sony/TriStar,Action,36414556,9313185,1987
29,No Way Out,8/14/1987,Orion Pictures,Thriller/Suspense,35509515,9081717,1987
30,Summer School,7/22/1987,Paramount Pictures,Comedy,35114428,8980672,1987
31,Heat,3/13/1987,New Century Vista…,Action,34493095,8821763,1987
32,Like Father Like Son,10/2/1987,Sony Pictures,Comedy,34377585,8792221,1987
33,Adventures in Babysitting,7/3/1987,Walt Disney,Comedy,33790923,8642179,1987
34,Wall Street,12/11/1987,20th Century Fox,Drama,32465726,8303254,1987
35,The Lost Boys,7/31/1987,Warner Bros.,Horror,32222567,8241065,1987
36,Can't Buy Me Love,8/14/1987,Walt Disney,Romantic Comedy,31623833,8087936,1987
37,The Princess Bride,9/25/1987,20th Century Fox,Adventure,30857000,7891815,1987
38,Harry and the Hendersons,6/5/1987,Universal,Comedy,29760613,7611409,1987
39,Police Academy 4: Citizens on Patrol,4/3/1987,Warner Bros.,Comedy,28061343,7176814,1987
40,Star Trek IV: The Voyage Home,11/26/1986,Paramount Pictures,Adventure,25845468,6610094,1987
41,Tin Men,3/6/1987,Walt Disney,Comedy,25411386,6499075,1987
42,The Golden Child,12/12/1986,Paramount Pictures,Action,25317251,6475000,1987
43,Black Widow,2/6/1987,20th Century Fox,Thriller/Suspense,25205460,6446409,1987
44,Broadcast News,12/16/1987,20th Century Fox,Comedy,24947417,6380413,1987
45,Nuts,11/20/1987,Warner Bros.,Drama,24925385,6374778,1987
46,*batteries not included,12/18/1987,Universal,Comedy,24876613,6362305,1987
47,Baby Boom,10/7/1987,MGM,Comedy,24055355,6152264,1987
48,Ernest Goes to Camp,5/22/1987,Walt Disney,Comedy,23509382,6012629,1987
49,Raising Arizona,3/13/1987,20th Century Fox,Comedy,22847000,5843222,1987
50,Revenge of the Nerds II: Nerds in Paradise,7/10/1987,20th Century Fox,Comedy,22642033,5790801,1987
51,Hoosiers,11/14/1986,Orion Pictures,Drama,22519502,5759463,1987
52,Hello Again,11/6/1987,Walt Disney,Comedy,20419446,5222364,1987
53,Critical Condition,1/16/1987,Paramount Pictures,Comedy,20240502,5176598,1987
54,Innerspace,7/3/1987,Warner Bros.,Action,19816619,5068189,1987
55,Overboard,12/18/1987,MGM/UA Classics,Romantic Comedy,19215981,4914573,1987
56,The Principal,9/18/1987,Sony/TriStar,Action,19214194,4914116,1987
57,Suspect,10/23/1987,Sony Pictures,Thriller/Suspense,18782400,4803682,1987
58,The Believers,6/10/1987,Orion Pictures,Horror,18753438,4796275,1987
59,Some Kind of Wonderful,2/27/1987,Paramount Pictures,Romantic Comedy,18553948,4745255,1987
60,Project X,4/17/1987,20th Century Fox,Comedy,18532286,4739715,1987
61,The Big Easy,8/21/1987,Sony Pictures,Thriller/Suspense,17685307,4523096,1987
62,Born in East L.A.,8/21/1987,Universal,Comedy,17355263,4438686,1987
63,Masters of the Universe,8/7/1987,Cannon,Action,17336370,4433854,1987
64,Angel Heart,3/6/1987,Sony/TriStar,Horror,17185000,4395140,1987
65,Empire of the Sun,12/9/1987,Warner Bros.,Drama,16817954,4301267,1987
66,Burglar,3/20/1987,Warner Bros.,Comedy,16337355,4178351,1987
67,Over the Top,2/13/1987,Warner Bros.,Action,16057580,4106797,1987
68,Jaws: The Revenge,7/17/1987,Universal,Horror,15728335,4022592,1987
69,Benji the Hunted,6/5/1987,Walt Disney,Adventure,15212539,3890674,1987
70,Little Shop of Horrors,12/19/1986,Warner Bros.,Musical,15110655,3864617,1987
71,Radio Days,1/30/1987,Orion Pictures,Comedy,14792779,3783319,1987
72,Hellraiser,9/18/1987,New World,Horror,14564000,3724808,1987
73,The Aristocats,4/10/1987,Walt Disney,Musical,14512462,3711627,1987
74,Ishtar,5/15/1987,Sony Pictures,Comedy,14375181,3676516,1987
75,The Mission,10/31/1986,Warner Bros.,Drama,14253884,3645494,1987
76,Prince of Darkness,10/23/1987,Universal,Horror,14182000,3627109,1987
77,Creepshow 2,5/1/1987,New World,Horror,14000000,3580562,1987
78,Flowers in the Attic,11/20/1987,New World,Horror,14000000,3580562,1987
79,Hamburger Hill,8/28/1987,Paramount Pictures,Drama,13839404,3539489,1987
80,The Pick-Up Artist,9/18/1987,20th Century Fox,Romantic Comedy,13290368,3399071,1987
81,The Gate,5/15/1987,New Century Vista…,Horror,13000000,3324808,1987
82,The Bedroom Window,1/16/1987,De Laurentiis Ent…,Thriller/Suspense,12640385,3232835,1987
83,The Fourth Protocol,8/28/1987,Lorimar Motion Pi…,Thriller/Suspense,12423831,3177450,1987
84,Less than Zero,11/6/1987,20th Century Fox,Drama,12396383,3170430,1987
85,Back to the Beach,8/7/1987,Paramount Pictures,Comedy,12208754,3122443,1987
86,Fatal Beauty,10/30/1987,MGM,Action,12046526,3080952,1987
87,The Mosquito Coast,12/1/1986,Warner Bros.,Drama,11596740,2965918,1987
88,Extreme Prejudice,4/24/1987,Sony Pictures,Action,11307844,2892031,1987
89,Superman IV: The Quest for Peace,7/24/1987,Warner Bros.,Action,11227824,2871566,1987
90,Light of Day,2/6/1987,Sony Pictures,Drama,10489617,2682766,1987
91,Cinderella,12/18/1981,Walt Disney,Musical,10454274,2673727,1987
92,Someone to Watch Over Me,10/9/1987,Sony Pictures,Action,10278549,2628784,1987
93,No Mercy,12/19/1986,Sony Pictures,Action,10105835,2584612,1987
94,Disorderlies,8/14/1987,Warner Bros.,Comedy,10000000,2557544,1987
95,Maid to Order,7/10/1987,New Century Vista…,Comedy,9868000,2523785,1987
96,The Hidden,10/30/1987,New Line,Horror,9747988,2493091,1987
97,The Morning After,12/25/1986,20th Century Fox,Thriller/Suspense,9659138,2470367,1987
98,From the Hip,2/6/1987,De Laurentiis Ent…,Comedy,9518342,2434358,1987
99,The Last Emperor,11/20/1987,Sony Pictures,Drama,9255034,2367016,1987
100,Crimes of the Heart,12/12/1986,De Laurentiis Ent…,Comedy,8219788,2102247,1987
1,Who Framed Roger Rabbit?,6/22/1988,Walt Disney,Adventure,151668767,36902376,1988
2,Coming to America,6/29/1988,Paramount Pictures,Comedy,128152301,31180608,1988
3,Good Morning Vietnam,12/23/1987,Walt Disney,Comedy,121650966,29598775,1988
4,Big,6/3/1988,20th Century Fox,Comedy,112555170,27385686,1988
5,Crocodile Dundee II,5/25/1988,Paramount Pictures,Adventure,109306210,26595184,1988
6,3 Men and a Baby,11/25/1987,Walt Disney,Comedy,80091739,19487041,1988
7,Cocktail,7/29/1988,Walt Disney,Drama,78222753,19032300,1988
8,Moonstruck,12/16/1987,MGM,Romantic Comedy,77051120,18747231,1988
9,Die Hard,7/15/1988,20th Century Fox,Action,74849649,18211593,1988
10,BeetleJuice,3/30/1988,Warner Bros.,Comedy,73326666,17841037,1988
11,Twins,12/9/1988,Universal,Comedy,73099158,17785683,1988
12,A Fish Called Wanda,7/15/1988,MGM,Comedy,63493000,15448418,1988
13,Willow,5/20/1988,Sony Pictures,Adventure,57269863,13934273,1988
14,The Naked Gun: From the Files of Police Squad!,12/2/1988,Paramount Pictures,Comedy,54989495,13379439,1988
15,Scrooged,11/23/1988,Paramount Pictures,Comedy,54916587,13361699,1988
16,Rambo III,5/25/1988,Sony/TriStar,Action,53715611,13069491,1988
17,Bull Durham,6/15/1988,Orion Pictures,Drama,50888729,12381685,1988
18,A Nightmare on Elm Street 4: The Dream Master,8/19/1988,New Line,Horror,49369899,12012140,1988
